Player,Pos.,Team,Total Value,Avg./Year,Total Guaranteed, Avg. Guarantee/Year, % Guaranteed
Cedric Reed,43DE,Bills,"$990,000","$495,000",$0,$0,0.00%
Jeff Luc,ILB,Bengals,"$990,000","$495,000",$0,$0,0
Dan Pettinato,34DE,Texans,"$990,000","$495,000",$0,$0,0
Lynden Trail,34DE,Redskins,"$990,000","$495,000",$0,$0,0.00%
Tony Washington,ILB,Texans,"$990,000","$495,000",$0,"$2,500",0
DiAndre Campbell,WR,49ers,"$990,000","$495,000",$0,$0,0
Marcus Rush,34OLB,49ers,"$990,000","$495,000",$0,$0,0
Patrick Miller,LT,Jaguars,"$990,000","$495,000",$0,$0,0.00%
Joel Ross,CB,Buccaneers,"$990,000","$495,000",$0,$0,0
Nick Harwell,WR,Titans,"$990,000","$495,000",$0,$0,0
Shane McDermott,C,Giants,"$990,000","$495,000",$0,$0,0
Collin Rahrig,LG,Falcons,"$990,000","$495,000",$0,$0,0.00%
Corey Acosta,K,49ers,"$990,000","$495,000",$0,$0,0.00%
Edwin Jackson,ILB,Colts,"$990,000","$495,000",$0,$0,0.00%
Titus Davis,WR,Jets,"$990,000","$495,000",$0,$0,0
Zack Hodges,34OLB,Rams,"$990,000","$495,000",$0,$0,0
Damian Parms,S,Falcons,"$990,000","$495,000",$0,$0,0.00%
Derek Akunne,43OLB,Cowboys,"$990,000","$495,000",$0,$0,0.00%
Joshua Stangby,WR,Colts,"$990,000","$495,000",$0,$0,0.00%
Deion Barnes,34OLB,Jets,"$990,000","$495,000",$0,$0,0
Zach Laskey,RB,Rams,"$990,000","$495,000",$0,$0,0
Corey Crawford,34DE,Redskins,"$990,000","$495,000",$0,$0,0.00%
Takoby Cofield,RG,Redskins,"$990,000","$495,000",$0,$0,0.00%
Austin Willis,WR,Lions,"$990,000","$495,000",$0,$0,0.00%
Blake Renaud,FB,Vikings,"$990,000","$495,000",$0,$0,0
Isaac Fruechte,WR,Vikings,"$990,000","$495,000",$0,$0,0.00%
Jordan Leslie,WR,Falcons,"$990,000","$495,000",$0,$0,0.00%
Floyd Raven,S,Bengals,"$990,000","$495,000",$0,$0,0.00%
Jake Kumerow,WR,Bengals,"$990,000","$495,000",$0,$0,0
Matt Lengel,TE,Bengals,"$990,000","$495,000",$0,$0,0
Tom Obarski,K,Giants,"$990,000","$495,000",$0,$0,0.00%
Deon Long,WR,Rams,"$990,000","$495,000",$0,$0,0.00%
Chris Reed,RG,Jaguars,"$990,000","$495,000",$0,$0,0.00%
Casey Pierce,TE,Lions,"$990,000","$495,000",$0,$0,0.00%
Ross Scheuerman,RB,Eagles,"$990,000","$495,000",$0,$0,0
Cameron Clear,TE,Colts,"$990,000","$495,000",$0,$0,0.00%
Dezmond Johnson,43OLB,Bengals,"$990,000","$495,000",$0,$0,0.00%
Derrick Lott,34DE,Buccaneers,"$990,000","$495,000",$0,$0,0
Antoine Everett,LG,Buccaneers,"$990,000","$495,000",$0,$0,0.00%
Kevin Short,CB,Jets,"$990,000","$495,000",$0,$0,0.00%
Gus Johnson,RB,Falcons,"$990,000","$495,000",$0,$0,0.00%
Kevin Monangai,RB,Eagles,"$990,000","$495,000",$0,$0,0.00%
Pierce Burton,LT,Colts,"$990,000","$495,000",$0,$0,0.00%
Kitt O\’Brien,RG,Colts,"$990,000","$495,000",$0,$0,0.00%
Matthew Wells,ILB,Rams,"$990,000","$495,000",$0,$0,0
Jacob Maxwell,TE,Bills,"$990,000","$495,000",$0,$0,0
C.J. Roberts,CB,Buccaneers,"$990,000","$495,000",$0,$0,0
Ben Malena,RB,Cowboys,"$990,000","$495,000",$0,$0,0.00%
Wes Saxton,TE,Jets,"$990,000","$495,000",$0,$0,
Shaq Evans,WR,Jaguars,"$990,000","$495,000",$0,$0,0.00%
Michael Bennett,WR,Bengals,"$990,000","$495,000",$0,$0,0.00%
Jermauria Rasco,43OLB,Buccaneers,"$990,000","$495,000",$0,$0,0%
Rashad Lawrence,WR,Jaguars,"$990,000","$495,000",$0,$0,0.00%
Rashaad Reynolds,CB,Jaguars,"$990,000","$495,000",$0,$0,0.00%
Ashaad Mabry,34DT,Saints,"$990,000","$495,000",$0,$0,0.00%
Mack Brown,RB,Redskins,"$990,000","$495,000",$0,$0,0.00%
Terrell Sinkfield,WR,Vikings,"$990,000","$495,000",$0,$0,0.00%
Freddie Bishop,34OLB,Jets,"$990,000","$495,000",$0,$0,0.00%
Josh Johnson,CB,Jaguars,"$990,000","$495,000",$0,$0,0.00%
Tristan Okpalaugo,34OLB,Cardinals,"$490,000","$490,000","$30,000","$30,000",6.10%
Kenny Demens,ILB,Cardinals,"$980,000","$490,000",$0,$0,0.00%
Kendall Gaskins,RB,49ers,"$960,000","$480,000",$0,$0,0.00%
Rashad Ross,WR,Redskins,"$960,000","$480,000",$0,$0,0.00%
Adam Replogle,DT,Falcons,"$960,000","$480,000",$0,$0,0.00%
Toben Opurum,RB,Saints,"$960,000","$480,000",$0,$0,0.00%
Michael Williams,TE,Patriots,"$960,000","$480,000",$0,$0,0
Jacob Schum,P,Buccaneers,"$960,000","$480,000",$0,$0,0.00%
Kourtnei Brown,43DE,Buccaneers,"$960,000","$480,000",$0,$0,0.00%
Jason Weaver,T,Bears,"$960,000","$480,000",$0,$0,0.00%
Jordan Thompson,TE,Lions,"$960,000","$480,000",$0,$0,0.00%
Alejandro Villanueva,34DE,Steelers,"$960,000","$480,000",$0,$0,0.00%
Jordan Tripp,43OLB,Jaguars,"$960,000","$480,000",$0,$0,0.00%
CB Bryant,S,Rams,"$960,000","$480,000",$0,$0,0.00%
Kevin Smith,WR,Seahawks,"$960,000","$480,000",$0,$0,0.00%
Devonta Glover-Wright,CB,Colts,"$960,000","$480,000",$0,$0,0.00%
Willie Snead,WR,Saints,"$960,000","$480,000",$0,$0,0.00%
John Fullington,LT,Cardinals,"$960,000","$480,000",$0,$0,0.00%
Joe Thomas,LB,Packers,"$960,000","$480,000",$0,$0,0
Josh Walker,RG,Packers,"$960,000","$480,000",$0,$0,0.00%
Zac Kerin,C,Vikings,"$960,000","$480,000",$0,$0,0.00%
Brandon Coleman,WR,Saints,"$960,000","$480,000",$0,$0,0.00%
Je’Ron Hamm,TE,49ers,"$960,000","$480,000",$0,$0,0.00%
Howard Jones,LB,Buccaneers,"$960,000","$480,000",$0,$0,0.00%
Dion Bailey,S,Jets,"$960,000","$480,000",$0,$0,0.00%
Shayne Skov,LB,49ers,"$960,000","$480,000",$0,$0,0
James Gayle,34DE,Redskins,"$960,000","$480,000",$0,$0,0
James Ferentz,C,Broncos,"$960,000","$480,000",$0,$0,0.00%
Curtis Feigt,T,Chiefs,"$960,000","$480,000",$0,$0,0.00%
Jarrod Pughsley,G,Chiefs,"$960,000","$480,000",$0,$0,0.00%
Kona Schwenke,43DT,Seahawks,"$960,000","$480,000",$0,$0,0.00%
Earl Okine,34OLB,Colts,"$960,000","$480,000",$0,$0,0.00%
James Winchester,LS,Chiefs,"$960,000","$480,000",$0,$0,0.00%
Akeem King,S,Falcons,"$960,000","$480,000",$0,$0,0.00%
Evan Spencer,WR,Buccaneers,"$960,000","$480,000",$0,$0,0.00%
Tre McBride,WR,Titans,"$960,000","$480,000",$0,$0,0.00%
Ed Reynolds,S,Eagles,"$960,000","$480,000",$0,$0,0.00%
Mike Hull,43OLB,Dolphins,"$960,000","$480,000",$0,$0,0
Dylan Thompson,QB,49ers,"$960,000","$480,000",$0,$0,0.00%
Jonathan Anderson,ILB,Bears,"$960,000","$480,000",$0,$0,0.00%
Joey Mbu,43DT,Falcons,"$960,000","$480,000",$0,$0,0
Leon Orr,43DT,Raiders,"$960,000","$480,000",$0,$0,0.00%
Chris Harper,WR,Patriots,"$960,000","$480,000",$0,$0,0.00%
Rod Smith,RB,Cowboys,"$960,000","$480,000",$0,$0,0.00%
Daniel Munyer,C,Chiefs,"$960,000","$480,000",$0,$0,0.00%
Josh Keyes,43OLB,Buccaneers,"$960,000","$480,000",$0,$0,0.00%
Rannell Hall,WR,Browns,"$960,000","$480,000",$0,$0,0.00%
Akeem Hunt,RB,Texans,"$960,000","$480,000",$0,$0,0
Andrew Turzilli,WR,Titans,"$960,000","$480,000",$0,$0,0.00%
J.R. Tavai,34OLB,Titans,"$960,000","$480,000",$0,$0,0.00%
Yannik Cudjoe-Virgil,34OLB,Titans,"$960,000","$480,000",$0,$0,0
D.J. Tialavea,TE,Falcons,"$960,000","$480,000",$0,$0,0.00%
Jude Adjei-Barimah,CB,Buccaneers,"$960,000","$480,000",$0,$0,0.00%
John Crockett,RB,Packers,"$960,000","$480,000",$0,$0,0.00%
Keith Wenning,QB,Bengals,"$960,000","$480,000",$0,$0,0
Quan Bray,WR,Colts,"$960,000","$480,000",$0,$0,0.00%
Deji Olatoye,CB,Cowboys,"$960,000","$480,000",$0,$0,0.00%
Justin Currie,S,Giants,"$960,000","$480,000",$0,$0,0.00%
Chris Boswell,K,Steelers,"$960,000","$480,000",$0,$0,0.00%
Emmett Cleary,RT,Giants,"$960,000","$480,000",$0,$0,0.00%
Peyton Thompson,CB,Jaguars,"$960,000","$480,000",$0,$0,0.00%
Tony Washington,WR,Jaguars,"$960,000","$480,000",$0,$0,0.00%
David Irving,43DE,Cowboys,"$960,000","$480,000",$0,$0,0.00%
Anthony Chickillo,34OLB,Steelers,"$960,000","$480,000",$0,$0,0.00%
Donteea Dye,WR,Buccaneers,"$960,000","$480,000",$0,$0,0.00%
Bryce Callahan,CB,Bears,"$960,000","$480,000",$0,$0,0.00%
Adam Humphries,WR,Buccaneers,"$960,000","$480,000",$0,$0,0.00%
Javontee Herndon,WR,Chargers,"$960,000","$480,000",$0,$0,0.00%
Doran Grant,CB,Steelers,"$960,000","$480,000",$0,$0,0.00%
Matt Longacre,43DE,Rams,"$960,000","$480,000",$0,$0,0.00%
Shaquil Barrett,34OLB,Broncos,"$960,000","$480,000",$0,$0,0.00%
Jacoby Glenn,CB,Bears,"$960,000","$480,000",$0,$0,0.00%
Dashaun Phillips,CB,Redskins,"$960,000","$480,000",$0,$0,0.50%
Patrick Scales,LS,Bears,"$960,000","$480,000",$0,$0,0.00%
James Morris,LB,Giants,"$960,000","$480,000",$0,$0,0.00%
Carlos Fields,LB,Redskins,"$960,000","$480,000",$0,$0,0
Nikita Whitlock,RB,Giants,"$960,000","$480,000",$0,$0,0.00%
John Timu,ILB,Bears,"$960,000","$480,000",$0,$0,0.00%
Louis Trinca-Pasat,43DT,Rams,"$960,000","$480,000",$0,$0,0.00%
Trey Williams,RB,Colts,"$960,000","$480,000",$0,$0,0.00%
Stephen Morris,QB,Colts,"$960,000","$480,000",$0,$0,0.00%
Amarlo Herrera,ILB,Colts,"$960,000","$480,000",$0,$0,0.00%
Kimario McFadden,S,Buccaneers,"$960,000","$480,000",$0,$0,0.00%
Sammy Seamster,CB,Bills,"$1,425,000","$475,000",$0,$0,0.00%
Vince Mayle,WR,Cowboys,"$1,425,000","$475,000",$0,$0,0.00%
B.J. Dubose,43DE,Vikings,"$1,425,000","$475,000",$0,$0,0.00%
Randall Evans,CB,Eagles,"$1,425,000","$475,000",$0,$0,0.00%
Corey Moore,S,Texans,"$1,425,000","$475,000",$0,$0,0.00%
Jameill Showers,QB,Cowboys,"$1,425,000","$475,000",$0,$0,0.00%
Malcolm Brown,RB,Rams,"$1,425,000","$475,000",$0,$0,0.00%
DeShawn Williams,43DT,Bengals,"$1,425,000","$475,000",$0,$0,0.00%
Trevor Roach,43OLB,Bengals,"$1,425,000","$475,000",$0,$0,0.00%
John Peters,TE,Bengals,"$475,000","$475,000",$0,$0,0.00%
Merrill Noel,CB,Bills,"$1,425,000","$475,000",$0,$0,0.00%
Dreamius Smith,RB,Chargers,"$1,425,000","$475,000",$0,$0,0.00%
Tyler Ott,LS,Giants,"$1,425,000","$475,000",$0,$0,0.00%
Richard Ash,43DT,Jaguars,"$1,425,000","$475,000",$0,$0,0.00%
Marcus Harris,WR,Giants,"$930,000","$465,000",$0,$0,0.00%
Marcus Burley,CB,Seahawks,"$930,000","$465,000",$0,$0,0.00%
Nicholas Williams,34DT,Chiefs,"$930,000","$465,000",$0,$0,0.00%
Jacquies Smith,43DE,Buccaneers,"$930,000","$465,000",$0,$0,0.00%
Cordarro Law,34DE,Chargers,"$930,000","$465,000",$0,$0,0.00%
Lawrence Virgil,34DT,Saints,"$930,000","$465,000",$0,$0,0.00%
Jaxon Shipley,WR,Cardinals,"$465,000","$465,000","$15,000","$15,000",3.20%
T.J. Fatinikun,43DE,Buccaneers,"$930,000","$465,000",$0,$0,0.00%
Julian Howsare,34DE,Jets,"$990,000","$465,000",$0,$0,0
Jeremiah George,ILB,Buccaneers,"$930,000","$465,000",$0,$0,0.00%
Chas Alecxih,43DT,Panthers,"$458,500","$458,500","$8,500","$8,500",1.90%
Rakim Cox,43DE,Panthers,"$458,500","$458,500","$8,500","$8,500",1.90%
Damiere Byrd,WR,Panthers,"$458,000","$458,000","$8,000","$8,000",1.70%
Reese Dismukes,C,Panthers,"$455,000","$455,000","$5,000","$5,000",1.10%
Brian Blechen,S,Panthers,"$453,500","$453,500","$3,500","$3,500",0.80%
Edawn Coughman,TE,Cardinals,"$450,000","$450,000",$0,$0,0.00%
Fred Williams,WR,Chiefs,"$450,000","$450,000",$0,$0,0.00%
Jerrod Johnson,QB,Ravens,"$450,000","$450,000",$0,$0,0.00%
Kashif Moore,WR,Chiefs,"$450,000","$450,000",$0,$0,0.00%
Jeremy Vujnovich,T,Packers,"$450,000","$450,000",$0,$0,0.00%
John Wetzel,T,Cardinals,"$450,000","$450,000",$0,$0,0.00%
Ifeanyi Momah,WR,Cardinals,"$450,000","$450,000",$0,$0,0.00%
Braxston Cave,C,Lions,"$450,000","$450,000",$0,$0,0.00%
Will Pericak,43DE,Seahawks,"$450,000","$450,000",$0,$0,0.00%
Jeff Fuller,WR,Seahawks,"$450,000","$450,000",$0,$0,
Ben Gardner,43DE,Chargers,"$450,000","$450,000",$0,$0,0
Trey Millard,RB,Chiefs,"$450,000","$450,000",$0,$0,0.00%
Marcus Lucas,WR,Bears,"$450,000","$450,000",$0,$0,0.00%
Dan France,G,Browns,"$450,000","$450,000",$0,$0,0.00%
Rajion Neal,RB,Steelers,"$450,000","$450,000",$0,$0,0.00%
Matt Feiler,T,Steelers,"$450,000","$450,000",$0,$0,0.00%
Conor Boffeli,G,Browns,"$450,000","$450,000",$0,$0,0.00%
Cameron Gordon,43OLB,Chiefs,"$450,000","$450,000",$0,$0,0.00%
Xavier Grimble,TE,Steelers,"$450,000","$450,000",$0,$0,0.00%
Roy Philon,34DT,Steelers,"$450,000","$450,000",$0,$0,0.00%
Torrence Allen,WR,Chargers,"$450,000","$450,000",$0,$0,0.00%
Colton Underwood,LB,Raiders,"$450,000","$450,000",$0,$0,0.00%
Robert Thomas,43DT,Dolphins,"$450,000","$450,000",$0,$0,0.00%
Kasey Redfern,P,Chargers,"$450,000","$450,000",$0,$0,0.00%
Bryan Witzmann,T,Saints,"$450,000","$450,000",$0,$0,0.00%
Cameron Marshall,RB,Seahawks,"$450,000","$450,000",$0,$0,0.00%
Ty Zimmerman,S,Cardinals,"$450,000","$450,000",$0,$0,0
Erle Ladson,LT,Browns,"$450,000","$450,000",$0,$0,0.00%
Julius Warmsley,43DE,Dolphins,"$450,000","$450,000",$0,$0,0.00%
Michael Huey,LG,Chargers,"$450,000","$450,000",$0,$0,0.00%
George Uko,43DT,Buccaneers,"$450,000","$450,000",$0,$0,0.00%
Danny Mason,LB,Bears,"$450,000","$450,000",$0,$0,0.00%
Douglas McNeil,WR,Seahawks,"$450,000","$450,000",$0,$0,0.00%
Da’Ron Brown,WR,Chiefs,"$450,000","$450,000",$0,$0,0.00%
Joey Iosefa,FB,Patriots,"$450,000","$450,000",$0,$0,0.00%
Christian Ringo,34DT,Packers,"$450,000","$450,000",$0,$0,0.00%
Laurence Gibson,LT,Chiefs,"$450,000","$450,000",$0,$0,0.00%
Brian Mihalik,34DE,Steelers,"$450,000","$450,000",$0,$0,0.00%
Michael Reilly,LB,Cardinals,"$450,000","$450,000",$0,$0,0.00%
Antwan Goodley,WR,Seahawks,"$450,000","$450,000",$0,$0,0.00%
Tim Semisch,TE,Chargers,"$450,000","$450,000",$0,$0,0.00%
Vince Kowalski,RT,Packers,"$450,000","$450,000",$0,$0,0.00%
Cole Manhart,RG,Steelers,"$450,000","$450,000",$0,$0,0
Justin Hamilton,43DT,Seahawks,"$450,000","$450,000",$0,$0,0.00%
Christion Jones,WR,Dolphins,"$450,000","$450,000",$0,$0,0.00%
Damarr Aultman,WR,Dolphins,"$450,000","$450,000",$0,$0,0
Michael Liedtke,RG,Chiefs,"$450,000","$450,000",$0,$0,0.00%
Ray Drew,43DE,Packers,"$450,000","$450,000",$0,$0,0.00%
Will Johnson,P,Broncos,"$450,000","$450,000",$0,$0,0.00%
Issac Blakeney,WR,Steelers,"$450,000","$450,000",$0,$0,0.00%
Cameron Jefferson,RG,Broncos,"$450,000","$450,000",$0,$0,0.00%
Levi Norwood,WR,Steelers,"$450,000","$450,000",$0,$0,0.00%
Olsen Pierre,34DE,Cardinals,"$450,000","$450,000",$0,$0,0.00%
Chuka Ndulue,34DE,Chargers,"$450,000","$450,000",$0,$0,0
Dillon Day,C,Broncos,"$450,000","$450,000",$0,$0,0.00%
Jordan Taylor,WR,Broncos,"$450,000","$450,000",$0,$0,0
Kyle Roberts,LT,Broncos,"$450,000","$450,000",$0,$0,0
Zaire Anderson,34OLB,Broncos,"$450,000","$450,000",$0,$0,0.00%
George Farmer,WR,Seahawks,"$450,000","$450,000",$0,$0,0
Tim Scott,S,Browns,"$450,000","$450,000",$0,$0,0.00%
Dylan Wynn,34DE,Browns,"$450,000","$450,000",$0,$0,0.00%
Gannon Sinclair,TE,Bears,"$450,000","$450,000",$0,$0,0.00%
Paul Lasike,RB,Bears,"$450,000","$450,000",$0,$0,0.00%
Al-Hajj Shabazz,CB,Steelers,"$450,000","$450,000",$0,$0,0.00%
Robert Smith,S,Seahawks,"$450,000","$450,000",$0,$0,0.00%
Abou Toure,RB,Steelers,"$450,000","$450,000",$0,$0,0.00%
Kevin White,CB,Cardinals,"$450,000","$450,000",$0,$0,0.00%
Shane Wynn,WR,Saints,"$450,000","$450,000",$0,$0,0.00%
Durell Eskridge,S,Cardinals,"$450,000","$450,000",$0,$0,0
Jacob Hagen,S,Steelers,"$450,000","$450,000",$0,$0,0.00%
Montell Garner,CB,Steelers,"$450,000","$450,000",$0,$0,0.00%
James Vaughters,ILB,Patriots,"$450,000","$450,000",$0,$0,0
Lavon Hooks,34DE,Steelers,"$450,000","$450,000",$0,$0,0.00%
Matt Rotheram,RG,Packers,"$450,000","$450,000",$0,$0,0.00%
DeAndre Carter,WR,Patriots,"$450,000","$450,000",$0,$0,0%
Blaine Clausell,LT,Ravens,"$450,000","$450,000",$0,$0,0.00%
Nick Perry,S,Ravens,"$450,000","$450,000",$0,$0,0
Leon Brown,WR,Ravens,"$450,000","$450,000",$0,$0,0.00%
Ty Long,K,Steelers,"$450,000","$450,000",$0,$0,0.00%
Reggie Bell,WR,Saints,"$450,000","$450,000",$0,$0,0.00%
Mitchell Bell,RG,Raiders,"$450,000","$450,000",$0,$0,0.00%
Travell Dixon,CB,Panthers,"$450,000","$450,000",$0,$0,0.00%
Terrell Watson,RB,Browns,"$450,000","$450,000",$0,$0,0.00%
Cyril Lemon,RG,Saints,"$450,000","$450,000",$0,$0,0.00%
R.J. Harris,WR,Saints,"$450,000","$450,000",$0,$0,0.00%
Sean Hickey,LT,Jets,"$450,000","$450,000",$0,$0,0.00%
Kyle Prater,WR,Saints,"$450,000","$450,000",$0,$0,0.00%
Connor Hamlett,TE,Browns,"$450,000","$450,000",$0,$0,0
Eric Crume,43DT,Panthers,"$450,000","$450,000",$0,$0,0.00%
Nordly Capi,43DE,Ravens,"$450,000","$450,000",$0,$0,0.00%
Alex Singleton,43OLB,Vikings,"$450,000","$450,000",$0,$0,0
Quayshawn Nealy,43OLB,Cardinals,"$450,000","$450,000",$0,$0,0
Jesse Davis,LT,Jets,"$450,000","$450,000",$0,$0,0
Tyrell Adams,43OLB,Chiefs,"$450,000","$450,000",$0,$0,0.00%
Deshon Foxx,WR,Seahawks,"$450,000","$450,000",$0,$0,0.00%
Charles Tuaau,43DT,Dolphins,"$450,000","$450,000",$0,$0,0.00%
Manasseh Garner,RB,Browns,"$450,000","$450,000",$0,$0,0.00%
Kenny Cook,WR,Chiefs,"$450,000","$450,000",$0,$0,0.00%
DeVante Bausby,CB,Bears,"$450,000","$450,000",$0,$0,0.00%
Chris Hackett,S,Raiders,"$450,000","$450,000",$0,$0,0.00%
B.J. Finney,C,Steelers,"$450,000","$450,000",$0,$0,0.00%
Niko Davis,34DE,Chiefs,"$450,000","$450,000",$0,$0,0.00%
Toby Johnson,43DT,Vikings,"$450,000","$450,000",$0,$0,0
Johnny Lowdermilk,S,Vikings,"$450,000","$450,000",$0,$0,0
A.J. Cruz,WR,Dolphins,"$450,000","$450,000",$0,$0,0.00%
Bronson Hill,RB,Bengals,"$450,000","$450,000",$0,$0,0.00%
Chuck Jacobs,WR,Ravens,"$450,000","$450,000",$0,$0,0.00%
Ed Williams,WR,Packers,"$450,000","$450,000",$0,$0,0.00%
Cobi Hamilton,WR,Panthers,"$450,000","$450,000",$0,$0,0.00%
Trovon Reed,CB,Seahawks,"$450,000","$450,000",$0,$0,0.00%
Phillip Sims,QB,Seahawks,"$450,000","$450,000",$0,$0,0.00%
Jordan Dangerfield,S,Steelers,"$450,000","$450,000",$0,$0,0.00%
Rob Crisp,LT,Cardinals,"$450,000","$450,000",$0,$0,0.00%
B.J. McBryde,34DT,Packers,"$450,000","$450,000",$0,$0,0
Ray Vinopal,S,Steelers,"$450,000","$450,000",$0,$0,0.00%
Keith Lewis,CB,Chiefs,"$450,000","$450,000",$0,$0,0.00%
Terry Poole,LT,Seahawks,"$450,000","$450,000",$0,$0,0.00%
Ryan Murphy,S,Broncos,"$450,000","$450,000",$0,$0,0.00%
Kevin Snyder,ILB,Patriots,"$450,000","$450,000",$0,$0,0.00%
Brandon Cottom,RB,Seahawks,"$450,000","$450,000",$0,$0,0.00%
Darryl Baldwin,RT,Bengals,"$450,000","$450,000",$0,$0,0.00%
Jahwan Edwards,RB,Dolphins,"$450,000","$450,000",$0,$0,0
Bennett Jackson,CB,Giants,"$450,000","$450,000",$0,$0,0
Cedric Thompson,S,Patriots,"$450,000","$450,000",$0,$0,0
Brennen Beyer,34OLB,Ravens,"$450,000","$450,000",$0,$0,0
Shakim Phillips,WR,Steelers,"$450,000","$450,000",$0,$0,0.00%
Harold Spears,TE,Ravens,"$450,000","$450,000",$0,$0,0.00%
Jimmy Staten,43DT,Chiefs,"$450,000","$450,000",$0,$0,0
Valerian Ume-Ezeoke,C,Cardinals,"$450,000","$450,000",$0,$0,0.00%
Tyler Larsen,C,Panthers,"$450,000","$450,000",$0,$0,0.00%
Matt Blanchard,QB,Bears,"$450,000","$450,000",$0,$0,0.00%
Garrett Gilbert,QB,Raiders,"$450,000","$450,000",$0,$0,0
Tobais Palmer,WR,Steelers,"$450,000","$450,000",$0,$0,0.00%
Tyler Slavin,WR,Seahawks,"$450,000","$450,000",$0,$0,0.00%
SaQwan Edwards,S,Raiders,"$885,000","$445,500",$0,$0,0.00%
Louis Young,CB,Panthers,"$885,000","$442,500",$0,$0,0.00%
Erik Swoope,TE,Colts,"$885,000","$442,500",$0,$0,0.00%
Kerry Hyder,43DT,Lions,"$885,000","$442,500",$0,$0,0.00%
Robert Myers,LG,Broncos,"$885,000","$442,500",$0,$0,0.00%
Terry Williams,34DT,Bears,"$885,000","$442,500",$0,$0,0.00%
Kasen Williams,WR,Seahawks,"$885,000","$442,500",$0,$0,0.00%
Tevin Westbrook,TE,Buccaneers,"$885,000","$442,500",$0,$0,0.00%
Brad Bars,43DE,Giants,"$885,000","$442,500",$0,$0,0.00%
Gabe Martin,34OLB,Cardinals,"$885,000","$442,500",$0,$0,0.00%
Rick Lovato,LS,Packers,"$885,000","$442,500",$0,$0,0.00%
Ben Edwards,WR,Giants,"$885,000","$442,500",$0,$0,0.00%
Matt LaCosse,TE,Giants,"$885,000","$442,500",$0,$0,0
Robertson Daniel,CB,Packers,"$885,000","$442,500",$0,$0,0
Jeremy Butler,WR,Ravens,"$435,000","$435,000",$0,$0,0
Austin Brown,34DT,Saints,"$435,000","$435,000",$0,$0,0.00%
Kaelin Clay,WR,Ravens,"$435,000","$435,000",$0,$0,0.00%
Jermaine Whitehead,S,Ravens,"$435,000","$435,000",$0,$0,0.00%
Daniel Brown,G,Ravens,"$435,000","$435,000",$0,$0,0.00%
Justin Coleman,CB,Patriots,"$435,000","$435,000",$0,$0,0
De’Ondre Wesley,LT,Ravens,"$435,000","$435,000",$0,$0,0
Sheldon Price,CB,Ravens,"$435,000","$435,000",$0,$0,0.00%
Brandon King,CB,Patriots,"$435,000","$435,000",$0,$0,0.00%
